Year,Rank,Team,W,L,T,PCT,G,AB,H,BA,IP,R,ER,ERA,PO,A,E
2023,232,West Liberty (MEC),15,39,0,0.278,50,"1,281",318,0.248,327.1,315,271,5.80,961,444,88
2023,233,Holy Names (PacWest),13,34,0,0.277,42,"1,118",277,0.248,320.1,358,266,5.81,882,333,77
2023,234,UC-Colo. Springs (RMAC),14,37,0,0.275,44,"1,094",271,0.248,158,242,132,5.85,418,142,36
2023,235,UVA Wise (SAC),11,31,0,0.262,42,953,236,0.248,266.2,268,223,5.85,917,333,81
2023,236,Northwestern Okla. (GAC),13,37,0,0.26,54,"1,358",336,0.247,272.2,285,229,5.88,905,277,77
2023,236,Ouachita Baptist (GAC),13,37,0,0.26,54,"1,358",336,0.247,272.2,285,229,5.88,905,277,77
2023,238,Shaw (CIAA),7,20,0,0.259,47,"1,221",301,0.247,303.2,306,257,5.92,913,378,85
2023,239,Wayne St. (NE) (NSIC),13,39,0,0.25,52,"1,335",329,0.246,304.1,354,259,5.96,927,330,83
2023,239,Christian Brothers (Gulf South),11,33,0,0.25,52,"1,335",329,0.246,304.1,354,259,5.96,927,330,83
2023,239,Lake Erie (G-MAC),10,30,0,0.25,52,"1,335",329,0.246,304.1,354,259,5.96,927,330,83
2023,239,Savannah St. (SIAC),7,21,0,0.25,52,"1,335",329,0.246,304.1,354,259,5.96,927,330,83
2023,243,West Ga. (Gulf South),13,40,0,0.245,42,"1,058",258,0.244,275.1,292,239,6.08,"1,026",360,98
2023,244,Queens (NY) (ECC),11,34,0,0.244,50,"1,265",306,0.242,300.2,302,261,6.08,862,339,85
2023,245,Livingstone (CIAA),6,19,0,0.24,51,"1,319",319,0.242,277,343,242,6.12,952,372,94
2023,246,Dominican (NY) (CACC),11,35,0,0.239,42,"1,043",252,0.242,315.1,339,279,6.19,780,322,79
2023,247,Midwestern St. (Lone Star),12,39,0,0.235,53,"1,324",319,0.241,340.2,370,304,6.25,732,305,75
2023,248,Simon Fraser (Great Northwest),11,36,0,0.234,55,"1,406",337,0.24,327.2,358,293,6.26,861,259,82
2023,249,Southwestern Okla. (GAC),12,40,0,0.231,44,"1,056",253,0.24,262.2,333,240,6.40,785,318,81
2023,250,Staten Island (ECC),11,37,0,0.229,42,"1,029",246,0.239,262,346,240,6.41,953,358,97
2023,251,Mansfield (PSAC),10,34,0,0.227,48,"1,148",273,0.238,225.2,270,215,6.67,433,175,45
2023,252,Southwest Baptist (GLVC),11,39,0,0.22,50,"1,279",302,0.236,220.1,279,216,6.86,831,382,90
2023,253,Adams St. (RMAC),11,40,0,0.216,45,"1,148",270,0.235,292.2,364,287,6.86,930,324,94
2023,254,Virginia Union (CIAA),6,22,0,0.214,42,"1,045",245,0.234,274.1,335,270,6.89,734,253,74
2023,255,Academy of Art (PacWest),10,41,0,0.196,50,"1,191",279,0.234,274,332,270,6.90,787,340,85
2023,256,Ky. Wesleyan (G-MAC),10,43,0,0.189,47,"1,186",276,0.233,278.2,341,276,6.93,952,399,103
2023,257,Black Hills St. (RMAC),8,36,0,0.182,52,"1,293",300,0.232,317.1,407,322,7.10,860,342,92
2023,258,Western N.M. (Lone Star),9,41,0,0.18,46,"1,179",273,0.232,300,353,307,7.16,870,341,93
2023,259,Chestnut Hill (CACC),8,39,0,0.17,50,"1,205",279,0.232,267.2,353,284,7.43,"1,024",365,109
2023,260,Shorter (Gulf South),8,42,0,0.16,50,"1,136",259,0.228,139.1,180,152,7.64,970,443,112
2023,260,UT Permian Basin (Lone Star),8,42,0,0.16,50,"1,136",259,0.228,139.1,180,152,7.64,970,443,112
2023,262,American Int'l (NE10),7,39,0,0.152,48,"1,085",238,0.219,310,424,355,8.02,675,298,79
2023,263,Lincoln (MO) (Mid-America Intercollegiate),7,41,0,0.146,54,"1,389",304,0.219,293.1,403,338,8.07,657,275,85
2023,263,William Jewell (GLVC),7,41,0,0.146,54,"1,389",304,0.219,293.1,403,338,8.07,657,275,85
2023,265,Bluefield St. (DII Independent),6,36,0,0.143,43,"1,069",228,0.213,249.2,370,304,8.52,472,156,60
2023,265,Saint Augustine's (CIAA),3,18,0,0.143,43,"1,069",228,0.213,249.2,370,304,8.52,472,156,60
2023,267,Wheeling (MEC),7,43,0,0.14,48,"1,182",243,0.206,142,277,184,9.07,426,189,66
2023,268,Mary (NSIC),6,39,0,0.133,47,"1,055",215,0.204,287.1,441,383,9.33,701,270,107
2023,269,Southern Wesleyan (Conference Carolinas),5,37,0,0.119,40,"1,011",205,0.203,117.1,245,169,10.08,474,190,86
2023,270,Alliance (CACC),5,39,0,0.114,23,335,65,0.194,219.1,414,336,10.72,313,114,62
2023,271,LeMoyne-Owen (SIAC),2,21,0,0.087,37,825,158,0.192,104.1,309,234,15.70,352,106,74
2023,272,Ursuline (G-MAC),2,35,0,0.054,51,"1,203",226,0.188,79,253,186,16.48,237,97,58
